,coord,country,id,name
112187,"{'lon': 73.949997, 'lat': 19.049999}",IN,1268484,Kalamb
112188,"{'lon': 77.566673, 'lat': 8.5}",IN,1268495,Kalakkadu
112189,"{'lon': 93.98333, 'lat': 24.48333}",IN,1268567,Kakching
112190,"{'lon': 76.383331, 'lat': 29.799999}",IN,1268593,Kaithal
112191,"{'lon': 77.199997, 'lat': 29.4}",IN,1268601,Kairana
112192,"{'lon': 79.75, 'lat': 23.383329}",IN,1268615,Kaimori
112193,"{'lon': 79.349998, 'lat': 27.566669}",IN,1268616,Kaimganj
112194,"{'lon': 92.01667, 'lat': 24.33333}",IN,1268622,Kailashahar
112195,"{'lon': 77.616669, 'lat': 26.316669}",IN,1268624,Kailaras
112196,"{'lon': 81.199997, 'lat': 16.566669}",IN,1268627,Kaikalur
112197,"{'lon': 74.316673, 'lat': 16.58333}",IN,1268651,Kagal
112198,"{'lon': 76.013062, 'lat': 13.55333}",IN,1268662,Kadur
112199,"{'lon': 73.23333, 'lat': 21.216669}",IN,1268667,Kadod
112200,"{'lon': 78.166672, 'lat': 14.11667}",IN,1268673,Kadiri
112201,"{'lon': 77.349998, 'lat': 9.08333}",IN,1268707,Kadayanallur
112202,"{'lon': 88.431938, 'lat': 22.969999}",IN,1268715,Kanchrapara
112203,"{'lon': 82.716667, 'lat': 25.216669}",IN,1268722,Kachhwa
112204,"{'lon': 80.01667, 'lat': 25.41667}",IN,1268739,Kabrai
112205,"{'lon': 73.883331, 'lat': 19.200001}",IN,1268761,Junnar
112206,"{'lon': 82.933327, 'lat': 19.866671}",IN,1268772,Junagarh
112207,"{'lon': 70.466667, 'lat': 21.51667}",IN,1268773,Junagadh
112208,"{'lon': 85.51667, 'lat': 24.433331}",IN,1268775,Jumri Tilaiya
112209,"{'lon': 86.183327, 'lat': 22.75}",IN,1271399,Dhatkidih
112210,"{'lon': 86.183327, 'lat': 22.76667}",IN,1268799,Jugsalai
112211,"{'lon': 94.216667, 'lat': 26.75}",IN,1268820,Jorhat
112212,"{'lon': 77.816673, 'lat': 26.33333}",IN,1268823,Jora
112213,"{'lon': 78.583328, 'lat': 12.56667}",IN,1268834,Jolarpettai
112214,"{'lon': 87.25, 'lat': 26.41667}",IN,1268855,Jogbani
112215,"{'lon': 70.283333, 'lat': 22.716669}",IN,1268863,Jodiya Bandar
112216,"{'lon': 70.033333, 'lat': 21.883329}",IN,1268866,Jodhpur
112217,"{'lon': 76.699997, 'lat': 19.616671}",IN,1268896,Jintur
112218,"{'lon': 76.316673, 'lat': 29.316669}",IN,1268907,Jind
112219,"{'lon': 81.933327, 'lat': 25.433331}",IN,1268929,Jhusi
112220,"{'lon': 75.401398, 'lat': 28.130699}",IN,1268936,Jhunjhunun
112221,"{'lon': 77.216667, 'lat': 29.51667}",IN,1268961,Jhinjhana
112222,"{'lon': 79.73333, 'lat': 26.566669}",IN,1268962,Jhinjhak
112223,"{'lon': 86.400002, 'lat': 23.75}",IN,1268988,Jharia
112224,"{'lon': 86.98333, 'lat': 22.450001}",IN,1268990,Jhargram
112225,"{'lon': 86.283333, 'lat': 26.26667}",IN,1269012,Jhanjharpur
112226,"{'lon': 78.25, 'lat': 29.35}",IN,1269019,Jhalu
112227,"{'lon': 76.166672, 'lat': 24.549999}",IN,1269020,Jhalrapatan
112228,"{'lon': 85.966667, 'lat': 23.366671}",IN,1269026,Jhalida
112229,"{'lon': 76.150002, 'lat': 24.6}",IN,1269027,Jhalawar
112230,"{'lon': 76.656502, 'lat': 28.6063}",IN,1269042,Jhajjar
112231,"{'lon': 86.366669, 'lat': 24.76667}",IN,1269046,Jha Jha
112232,"{'lon': 74.599998, 'lat': 22.76667}",IN,1269053,Jhabua
112233,"{'lon': 77.550003, 'lat': 28.133329}",IN,1269056,Jewar
112234,"{'lon': 76.76667, 'lat': 17.01667}",IN,1269057,Jevargi
112235,"{'lon': 70.616669, 'lat': 21.73333}",IN,1269065,Jetpur
112236,"{'lon': 82.583328, 'lat': 18.85}",IN,1269092,Jaypur
112237,"{'lon': 86.150002, 'lat': 26.58333}",IN,1269093,Jaynagar
112238,"{'lon': 88.417778, 'lat': 22.175831}",IN,1269094,Jaynagar-Majilpur
112239,"{'lon': 79.366669, 'lat': 11.21667}",IN,1269102,Jayamkondacholapuram
112240,"{'lon': 74.849998, 'lat': 24.6}",IN,1269126,Jawad
112241,"{'lon': 82.683327, 'lat': 25.73333}",IN,1269135,Jaunpur
112242,"{'lon': 79.050003, 'lat': 25.01667}",IN,1269153,Jatara
112243,"{'lon': 85.699997, 'lat': 20.16667}",IN,1269154,Jatani
112244,"{'lon': 78.902779, 'lat': 26.878611}",IN,1269158,Jaswantnagar
112245,"{'lon': 78.816673, 'lat': 29.283331}",IN,1269168,Jaspur
112246,"{'lon': 86.650002, 'lat': 24.51667}",IN,1269175,Jasidih
112247,"{'lon': 84.150002, 'lat': 22.9}",IN,1269177,Jashpurnagar
112248,"{'lon': 71.199997, 'lat': 22.033331}",IN,1269179,Jasdan
112249,"{'lon': 81.550003, 'lat': 27.16667}",IN,1269183,Jarwal
112250,"{'lon': 75.133331, 'lat': 23.633329}",IN,1269217,Jaora
112251,"{'lon': 77.849998, 'lat': 29.33333}",IN,1269227,Jansath
112252,"{'lon': 88.066673, 'lat': 24.466669}",IN,1269247,Jangipur
112253,"{'lon': 79.183327, 'lat': 17.716669}",IN,1269256,Jangaon
112254,"{'lon': 75.616669, 'lat': 31.16667}",IN,1269269,Jandiala
112255,"{'lon': 87.083328, 'lat': 23.700001}",IN,1269280,Jamuria
112256,"{'lon': 86.216667, 'lat': 24.91667}",IN,1269291,Jamui
112257,"{'lon': 86.800003, 'lat': 23.950001}",IN,1269298,Jamtara
112258,"{'lon': 78.400002, 'lat': 14.83333}",IN,1269323,Jammalamadugu
112259,"{'lon': 75.300003, 'lat': 16.51667}",IN,1269328,Jamkhandi
112260,"{'lon': 72.800003, 'lat': 22.049999}",IN,1269350,Jambusar
112261,"{'lon': 86.5, 'lat': 25.299999}",IN,1269374,Jamalpur
112262,"{'lon': 78.583328, 'lat': 22.200001}",IN,1269377,Jamai
112263,"{'lon': 86.400002, 'lat': 23.716669}",IN,1269379,Jamadoba
112264,"{'lon': 72.616669, 'lat': 25.35}",IN,1269392,Jalor
112265,"{'lon': 75.883331, 'lat': 19.83333}",IN,1269395,Jalna
112266,"{'lon': 76.534439, 'lat': 21.048611}",IN,1269406,Jalgaon
112267,"{'lon': 75.566673, 'lat': 21.01667}",IN,1269407,Jalgaon
112268,"{'lon': 87.216667, 'lat': 21.816669}",IN,1269413,Jaleshwar
112269,"{'lon': 78.316673, 'lat': 27.48333}",IN,1269415,Jalesar
112270,"{'lon': 79.336601, 'lat': 26.1451}",IN,1269422,Jalaun
112271,"{'lon': 82.73333, 'lat': 26.316669}",IN,1269435,Jalalpur
112272,"{'lon': 78.26667, 'lat': 27.866671}",IN,1269441,Jalali
112273,"{'lon': 74.25, 'lat': 30.616671}",IN,1269445,Jalalabad
112274,"{'lon': 77.438332, 'lat': 29.61861}",IN,1269446,Jalalabad
112275,"{'lon': 74.883331, 'lat': 30.466669}",IN,1269488,Jaito
112276,"{'lon': 73.936394, 'lat': 26.20306}",IN,1269498,Jaitaran
112277,"{'lon': 74.566673, 'lat': 16.799999}",IN,1269502,Jaisingpur
112278,"{'lon': 81.533333, 'lat': 26.25}",IN,1269509,Jais
112279,"{'lon': 75.283333, 'lat': 25.616671}",IN,1269545,Jahazpur
112280,"{'lon': 78.099998, 'lat': 28.41667}",IN,1269551,Jahangirabad
112281,"{'lon': 84.98333, 'lat': 25.216669}",IN,1269557,Jahanabad
112282,"{'lon': 78.933327, 'lat': 18.799999}",IN,1269562,Jagtial
112283,"{'lon': 75.48333, 'lat': 30.783331}",IN,1269564,Jagraon
112284,"{'lon': 80.099998, 'lat': 16.9}",IN,1269570,Jaggayyapeta
112285,"{'lon': 84.416672, 'lat': 25.48333}",IN,1269573,Jagdispur
112286,"{'lon': 82.033333, 'lat': 19.066669}",IN,1269578,Jagdalpur
112287,"{'lon': 76.349998, 'lat': 14.53333}",IN,1269602,Jagalur
112288,"{'lon': 77.300003, 'lat': 30.16667}",IN,1269605,Jagadhri
112289,"{'lon': 78.199997, 'lat': 27.25}",IN,1269646,Itimadpur
112290,"{'lon': 77.75, 'lat': 22.616671}",IN,1269653,Itarsi
112291,"{'lon': 93.616669, 'lat': 27.1}",IN,1269655,Itanagar
112292,"{'lon': 85.199997, 'lat': 25.15}",IN,1269666,Islampur
112293,"{'lon': 76.23333, 'lat': 10.33333}",IN,1269693,Irinjalakuda
112294,"{'lon': 77.071114, 'lat': 29.879999}",IN,1269731,Indri
112295,"{'lon': 79.672401, 'lat': 26.9352}",IN,1269752,Indergarh
112296,"{'lon': 73.25, 'lat': 18.299999}",IN,1269761,Indapur
112297,"{'lon': 76.133331, 'lat': 15.96667}",IN,1269784,Ilkal
112298,"{'lon': 73.550003, 'lat': 19.700001}",IN,1269810,Igatpuri
112299,"{'lon': 77.849998, 'lat': 11.58333}",IN,1269819,Idappadi
112300,"{'lon': 84.699997, 'lat': 19.116671}",IN,1269827,Ichchapuram
112301,"{'lon': 74.466667, 'lat': 16.700001}",IN,1269834,Ichalkaranji
112302,"{'lon': 75.949997, 'lat': 15.01667}",IN,1269849,Huvinabadgalli
112303,"{'lon': 84.01667, 'lat': 24.533331}",IN,1269862,Husainabad
112304,"{'lon': 76.050003, 'lat': 16.066669}",IN,1269876,Hungund
112305,"{'lon': 74.599998, 'lat': 16.23333}",IN,1269908,Hukeri
112306,"{'lon': 90.966667, 'lat': 26.433331}",IN,1269927,Howli
112307,"{'lon': 77.816673, 'lat': 12.71667}",IN,1269934,Hosur
112308,"{'lon': 77.798332, 'lat': 13.06694}",IN,1269936,Hoskote
112309,"{'lon': 75.917221, 'lat': 31.532221}",IN,1269937,Hoshiarpur
112310,"{'lon': 76.28611, 'lat': 13.79806}",IN,1269943,Hosdurga
112311,"{'lon': 75.666672, 'lat': 14.25}",IN,1269970,Honnali
112312,"{'lon': 74.449997, 'lat': 14.28333}",IN,1269976,Honavar
112313,"{'lon': 77.133331, 'lat': 17.76667}",IN,1269979,Homnabad
112314,"{'lon': 76.243057, 'lat': 12.78278}",IN,1269985,Hole Narsipur
112315,"{'lon': 76.183327, 'lat': 14.03333}",IN,1269990,Holalkere
112316,"{'lon': 92.866669, 'lat': 26}",IN,1269993,Hojai
112317,"{'lon': 85.416672, 'lat': 24.83333}",IN,1270021,Hisua
112318,"{'lon': 76.619171, 'lat': 13.94556}",IN,1270032,Hiriyur
112319,"{'lon': 75.383331, 'lat': 14.46667}",IN,1270036,Hirekerur
112320,"{'lon': 83.866669, 'lat': 21.51667}",IN,1270059,Hirakud
112321,"{'lon': 84.75, 'lat': 19.48333}",IN,1270066,Hinjilikatu
112322,"{'lon': 77.150002, 'lat': 19.716669}",IN,1270072,Hingoli
112323,"{'lon': 78.833328, 'lat': 20.566669}",IN,1270077,Hinganghat
112324,"{'lon': 77.493332, 'lat': 13.82889}",IN,1270079,Hindupur
112325,"{'lon': 79.566673, 'lat': 23.9}",IN,1270082,Hindoria
112326,"{'lon': 77.01667, 'lat': 26.716669}",IN,1270090,Hindaun
112327,"{'lon': 72.949997, 'lat': 23.6}",IN,1270099,Himatnagar
112328,"{'lon': 85.283333, 'lat': 25.316669}",IN,1270102,Hilsa
112329,"{'lon': 79.599998, 'lat': 24.116671}",IN,1270185,Hatta
112330,"{'lon': 89.351891, 'lat': 26.74704}",IN,1270245,Hasimara
112331,"{'lon': 78.283333, 'lat': 28.716669}",IN,1270251,Hasanpur
112332,"{'lon': 78.5, 'lat': 12.06667}",IN,1270265,Harur
112333,"{'lon': 76.73333, 'lat': 22.1}",IN,1270271,Harsud
112334,"{'lon': 75.98333, 'lat': 14.8}",IN,1270287,Harpanahalli
112335,"{'lon': 79.334702, 'lat': 25.288401}",IN,1270291,Harpalpur
112336,"{'lon': 71.900002, 'lat': 23.700001}",IN,1270343,Harij
112337,"{'lon': 75.800003, 'lat': 14.51667}",IN,1270349,Harihar
112338,"{'lon': 77.099998, 'lat': 22.33333}",IN,1270375,Harda
112339,"{'lon': 77.783333, 'lat': 28.716669}",IN,1270393,Hapur
112340,"{'lon': 74.316673, 'lat': 29.58333}",IN,1270407,Hanumangarh
112341,"{'lon': 75.966667, 'lat': 29.1}",IN,1270417,Hansi
112342,"{'lon': 75.133331, 'lat': 14.76667}",IN,1270435,Hangal
112343,"{'lon': 82.183327, 'lat': 25.383329}",IN,1270437,Handia
112344,"{'lon': 76.51667, 'lat': 31.683331}",IN,1270454,Hamirpur
112345,"{'lon': 80.150002, 'lat': 25.950001}",IN,1270455,Hamirpur
112346,"{'lon': 71.183327, 'lat': 23.01667}",IN,1270466,Halvad
112347,"{'lon': 73.466667, 'lat': 22.5}",IN,1270474,Halol
112348,"{'lon': 74.76667, 'lat': 15.33333}",IN,1270482,Haliyal
112349,"{'lon': 88.419441, 'lat': 22.94972}",IN,1270484,Halisahar
112350,"{'lon': 78.283333, 'lat': 29.299999}",IN,1270509,Haldaur
112351,"{'lon': 91.533333, 'lat': 26.25}",IN,1270522,Hajo
112352,"{'lon': 85.216667, 'lat': 25.683331}",IN,1270525,Hajipur
112353,"{'lon': 92.566673, 'lat': 24.683331}",IN,1270530,Hailakandi
112354,"{'lon': 93.033333, 'lat': 25.183331}",IN,1270543,Haflong
112355,"{'lon': 77.666672, 'lat': 19.5}",IN,1270554,Hadgaon
112356,"{'lon': 88.627502, 'lat': 22.83444}",IN,1270568,Habra
112357,"{'lon': 87.75, 'lat': 23.5}",IN,1270598,Guskhara
112358,"{'lon': 74.416672, 'lat': 30.716669}",IN,1270612,Guru Har Sahai
112359,"{'lon': 79.178802, 'lat': 25.614799}",IN,1270618,Gursarai
112360,"{'lon': 79.716667, 'lat': 27.116671}",IN,1270619,Gursahaiganj
112361,"{'lon': 77.400002, 'lat': 16.866671}",IN,1270627,Gurmatkal
112362,"{'lon': 83.816673, 'lat': 19.08333}",IN,1270667,Gunupur
112363,"{'lon': 77.383331, 'lat': 15.16667}",IN,1270670,Guntakal
112364,"{'lon': 78.433327, 'lat': 28.25}",IN,1270674,Gunnaur
112365,"{'lon': 76.683327, 'lat': 11.8}",IN,1270686,Gundlupet
112366,"{'lon': 80.150002, 'lat': 13.4}",IN,1270718,Gummidipundi
112367,"{'lon': 84.550003, 'lat': 23.049999}",IN,1270722,Gumla
112368,"{'lon': 85.816673, 'lat': 23.783331}",IN,1270723,Gumia
112369,"{'lon': 75.800003, 'lat': 16.049999}",IN,1270750,Guledagudda
112370,"{'lon': 76.833328, 'lat': 17.33333}",IN,1270752,Gulbarga
112371,"{'lon': 77.783333, 'lat': 28.6}",IN,1270759,Gulaothi
112372,"{'lon': 74.666672, 'lat': 25.9}",IN,1270763,Gulabpura
112373,"{'lon': 80.063889, 'lat': 12.8425}",IN,1270787,Guduvancheri
112374,"{'lon': 79.849998, 'lat': 14.13333}",IN,1270791,Gudur
112375,"{'lon': 80.98333, 'lat': 16.450001}",IN,1270801,Gudivada
112376,"{'lon': 77.26667, 'lat': 9.68333}",IN,1270820,Gudalur
112377,"{'lon': 76.944443, 'lat': 13.31056}",IN,1270824,Gubbi
112378,"{'lon': 89.02565, 'lat': 26.699841}",IN,1270845,Goyerkata
112379,"{'lon': 77.466667, 'lat': 27.5}",IN,1270863,Govardhan
112380,"{'lon': 75.683327, 'lat': 29.450001}",IN,1270926,Gorakhpur
112381,"{'lon': 77.449997, 'lat': 11.46667}",IN,1270947,Gobichettipalayam
112382,"{'lon': 84.433327, 'lat': 26.466669}",IN,1270965,Gopalganj
112383,"{'lon': 80.199997, 'lat': 21.450001}",IN,1270990,Gondia
112384,"{'lon': 86.166672, 'lat': 23.866671}",IN,1271005,Gomoh
112385,"{'lon': 80.466667, 'lat': 28.08333}",IN,1271049,Gola Gokarannath
112386,"{'lon': 93.966667, 'lat': 26.51667}",IN,1271050,Golaghat
112387,"{'lon': 74.316673, 'lat': 14.55}",IN,1271064,Gokarna
112388,"{'lon': 74.833328, 'lat': 16.16667}",IN,1271067,Gokak
112389,"{'lon': 76.699997, 'lat': 29.133329}",IN,1271079,Gohana
112390,"{'lon': 78.444717, 'lat': 26.426109}",IN,1271083,Gohad
112391,"{'lon': 73.633331, 'lat': 22.75}",IN,1271107,Godhra
112392,"{'lon': 87.216667, 'lat': 24.83333}",IN,1271113,Godda
112393,"{'lon': 86.066673, 'lat': 22.633329}",IN,1271131,Gobindpur
112394,"{'lon': 88.758614, 'lat': 22.87472}",IN,1271142,Gobardanga
112395,"{'lon': 90.616669, 'lat': 26.16667}",IN,1271151,Goalpara
112396,"{'lon': 86.300003, 'lat': 24.183331}",IN,1271175,Giridih
112397,"{'lon': 79.416672, 'lat': 12.25}",IN,1271199,Gingee
112398,"{'lon': 74.666672, 'lat': 30.200001}",IN,1271212,Giddarbaha
112399,"{'lon': 79.133331, 'lat': 19.933331}",IN,1271244,Ghugus
112400,"{'lon': 73.633331, 'lat': 19.716669}",IN,1271250,Ghoti Budrukh
112401,"{'lon': 83.54361, 'lat': 26.10833}",IN,1271259,Ghosi
112402,"{'lon': 83.566673, 'lat': 25.58333}",IN,1271306,Ghazipur
112403,"{'lon': 86.48333, 'lat': 22.6}",IN,1271319,Ghatsila
112404,"{'lon': 78.316673, 'lat': 20.133329}",IN,1271343,Ghatanji
112405,"{'lon': 80.166672, 'lat': 26.16667}",IN,1271345,Ghatampur
112406,"{'lon': 87.716667, 'lat': 22.66667}",IN,1271346,Ghatal
112407,"{'lon': 76.971672, 'lat': 29.5375}",IN,1271363,Gharaunda
112408,"{'lon': 75.75, 'lat': 19.26667}",IN,1271413,Gevrai
112409,"{'lon': 89.961578, 'lat': 26.083521}",IN,1271453,Gauripur
112410,"{'lon': 77.51667, 'lat': 13.61111}",IN,1271459,Gauribidanur
112411,"{'lon': 83.816673, 'lat': 24.183331}",IN,1271493,Garwa
112412,"{'lon': 88.400002, 'lat': 22.633329}",IN,1271495,Garui
112413,"{'lon': 71.583328, 'lat': 21.533331}",IN,1271533,Gariadhar
112414,"{'lon': 76.133331, 'lat': 31.216669}",IN,1271538,Garhshankar
112415,"{'lon': 78.099998, 'lat': 28.799999}",IN,1271543,Garhmuktesar
112416,"{'lon': 79.150002, 'lat': 23.76667}",IN,1271563,Garhakota
112417,"{'lon': 88.5, 'lat': 27.75}",IN,1256312,State of Sikkim
112418,"{'lon': 88.616669, 'lat': 27.33333}",IN,1271631,Gangtok
112419,"{'lon': 74.666672, 'lat': 13.65}",IN,1271642,Gangolli
112420,"{'lon': 77.25, 'lat': 29.76667}",IN,1271644,Gangoh
112421,"{'lon': 76.533333, 'lat': 15.43333}",IN,1271662,Gangawati
112422,"{'lon': 88.51667, 'lat': 25.4}",IN,1271670,Gangarampur
112423,"{'lon': 76.716667, 'lat': 26.48333}",IN,1271675,Gangapur
112424,"{'lon': 74.26667, 'lat': 25.216669}",IN,1271676,Gangapur
112425,"{'lon': 75.01667, 'lat': 19.683331}",IN,1271680,Gangapur
112426,"{'lon': 73.883331, 'lat': 29.91667}",IN,1271685,Ganganagar
112427,"{'lon': 76.75, 'lat': 18.950001}",IN,1271688,Gangakher
112428,"{'lon': 72.98333, 'lat': 20.816669}",IN,1271722,Gandevi
112429,"{'lon': 74.783333, 'lat': 34.23333}",IN,1271729,Gandarbal
112430,"{'lon': 78.23333, 'lat': 28.85}",IN,1271780,Gajraula
112431,"{'lon': 75.98333, 'lat': 15.73333}",IN,1271789,Gajendragarh
112432,"{'lon': 77.800003, 'lat': 16.23333}",IN,1271819,Gadwal
112433,"{'lon': 74.349998, 'lat': 16.23333}",IN,1271834,Gadhinglaj
112434,"{'lon': 71.566673, 'lat': 21.966669}",IN,1271839,Gadhada
112435,"{'lon': 78.783333, 'lat': 22.91667}",IN,1271847,Gadarwara
112436,"{'lon': 88.183327, 'lat': 22.50444}",IN,1271871,Fort Gloster
112437,"{'lon': 87.25, 'lat': 26.299999}",IN,1271874,Forbesganj
112438,"{'lon': 78.416672, 'lat': 27.15}",IN,1271885,Firozabad
112439,"{'lon': 75.849998, 'lat': 11.18333}",IN,1271888,Ferokh
112440,"{'lon': 74.033333, 'lat': 30.4}",IN,1271891,Fazilka
112441,"{'lon': 85.316673, 'lat': 25.51667}",IN,1271892,Fatwa
112442,"{'lon': 74.949997, 'lat': 27.98333}",IN,1271910,Fatehpur
112443,"{'lon': 81.216667, 'lat': 27.16667}",IN,1271911,Fatehpur
112444,"{'lon': 80.800003, 'lat': 25.933331}",IN,1271912,Fatehpur
112445,"{'lon': 74.955338, 'lat': 31.86207}",IN,1271923,Fatehgarh Churian
112446,"{'lon': 75.449997, 'lat': 29.51667}",IN,1271934,Fatehabad
112447,"{'lon': 78.316673, 'lat': 27.01667}",IN,1271936,Fatehabad
112448,"{'lon': 78.201111, 'lat': 17.07778}",IN,1271940,Farrukhnagar
112449,"{'lon': 79.550003, 'lat': 28.216669}",IN,1271947,Faridpur
112450,"{'lon': 74.75, 'lat': 30.66667}",IN,1271949,Faridkot
112451,"{'lon': 87.900002, 'lat': 24.816669}",IN,1271954,Farakka
112452,"{'lon': 89.205452, 'lat': 26.52084}",IN,1271965,Falakata
112453,"{'lon': 75.849998, 'lat': 21.16667}",IN,1271975,Faizpur
112454,"{'lon': 79.023903, 'lat': 26.776899}",IN,1271987,Etawah
112455,"{'lon': 78.533333, 'lat': 14.63333}",IN,1272008,Erraguntla
112456,"{'lon': 76.783333, 'lat': 9.7}",IN,1272022,Erattupetta
112457,"{'lon': 75.333328, 'lat': 20.91667}",IN,1272025,Erandol
112458,"{'lon': 77.48333, 'lat': 15.73333}",IN,1272045,Emmiganuru
112459,"{'lon': 76.283333, 'lat': 10.06667}",IN,1272052,Elur
112460,"{'lon': 74.650002, 'lat': 29.450001}",IN,1272061,Ellenabad
112461,"{'lon': 82.866669, 'lat': 17.549999}",IN,1272084,Elamanchili
112462,"{'lon': 87.533333, 'lat': 21.9}",IN,1272101,Egra
112463,"{'lon': 87.316673, 'lat': 23.48333}",IN,1272175,Durgapur
112464,"{'lon': 79.300003, 'lat': 20}",IN,1272177,Durgapur
112465,"{'lon': 81.283333, 'lat': 21.183331}",IN,1272181,Durg
112466,"{'lon': 73.716667, 'lat': 23.83333}",IN,1272201,Dungarpur
112467,"{'lon': 78.949997, 'lat': 27.73333}",IN,1272207,Dundwaraganj
112468,"{'lon': 84.150002, 'lat': 25.549999}",IN,1272225,Dumraon
112469,"{'lon': 85.51667, 'lat': 26.566669}",IN,1272229,Dumra
112470,"{'lon': 87.25, 'lat': 24.26667}",IN,1272237,Dumka
112471,"{'lon': 95.566673, 'lat': 27.566669}",IN,1272242,Dum Duma
112472,"{'lon': 88.416939, 'lat': 22.622219}",IN,1272243,Dam Dam
112473,"{'lon': 95.316673, 'lat': 27.366671}",IN,1272259,Duliagaon
112474,"{'lon': 86.166672, 'lat': 23.75}",IN,1272277,Dugda
112475,"{'lon': 87.383331, 'lat': 23.799999}",IN,1272320,Dubrajpur
112476,"{'lon': 80.166672, 'lat': 17.450001}",IN,1272367,Dornakal
112477,"{'lon': 76.01667, 'lat': 30.816669}",IN,1272375,Doraha
112478,"{'lon': 80.73333, 'lat': 21.200001}",IN,1272396,Dongargarh
112479,"{'lon': 74.566673, 'lat': 21.33333}",IN,1272411,Dondaicha
112480,"{'lon': 73.083328, 'lat': 19.216669}",IN,1272423,Dombivli
112481,"{'lon': 77.54306, 'lat': 13.29194}",IN,1272473,Dod Ballapur
112482,"{'lon': 75.566673, 'lat': 33.133331}",IN,1272476,Doda
112483,"{'lon': 93.433327, 'lat': 25.83333}",IN,1272525,Diphu
112484,"{'lon': 89.466667, 'lat': 26.133329}",IN,1272532,Dinhata
112485,"{'lon': 81.083328, 'lat': 22.950001}",IN,1272540,Dindori
112486,"{'lon': 75.466667, 'lat': 32.150002}",IN,1272546,Dinanagar
112487,"{'lon': 77.716667, 'lat': 20.116671}",IN,1272596,Digras
112488,"{'lon': 77.599998, 'lat': 18.549999}",IN,1272606,Diglur
112489,"{'lon': 85, 'lat': 25.73333}",IN,1272610,Dighwara
112490,"{'lon': 95.633331, 'lat': 27.383329}",IN,1272629,Digboi
112491,"{'lon': 77.333328, 'lat': 27.466669}",IN,1272639,Dig
112492,"{'lon': 74.566673, 'lat': 27.4}",IN,1272640,Didwana
112493,"{'lon': 73.949997, 'lat': 15.6}",IN,1272646,Dicholi
112494,"{'lon': 94.900002, 'lat': 27.48333}",IN,1272648,Dibrugarh
112495,"{'lon': 75.866669, 'lat': 30.366671}",IN,1272670,Dhuri
112496,"{'lon': 89.014503, 'lat': 26.585751}",IN,1272674,Dhupgari
112497,"{'lon': 87.966667, 'lat': 24.683331}",IN,1272689,Dhulian
112498,"{'lon': 74.783333, 'lat': 20.9}",IN,1272691,Dhule
112499,"{'lon': 89.966667, 'lat': 26.033331}",IN,1272694,Dhuburi
112500,"{'lon': 70.416672, 'lat': 22.566669}",IN,1272699,Dhrol
112501,"{'lon': 71.466667, 'lat': 22.98333}",IN,1272701,Dhrangadhra
112502,"{'lon': 70.449997, 'lat': 21.73333}",IN,1272720,Dhoraji
112503,"{'lon': 77.883331, 'lat': 15.41667}",IN,1272722,Dhone
112504,"{'lon': 72.466667, 'lat': 22.716669}",IN,1272733,Dholka
112505,"{'lon': 92.466667, 'lat': 26.466669}",IN,1272768,Dhing
112506,"{'lon': 92.5, 'lat': 26.700001}",IN,1272790,Dhekiajuli
112507,"{'lon': 81.083328, 'lat': 28}",IN,1272802,Dhaurahra
112508,"{'lon': 77.900002, 'lat': 26.700001}",IN,1272805,Dhaulpur
112509,"{'lon': 76.116669, 'lat': 18.816669}",IN,1272819,Dharur
112510,"{'lon': 77.716667, 'lat': 14.43333}",IN,1272842,Dharmavaram
112511,"{'lon': 78.166672, 'lat': 12.13333}",IN,1272847,Dharmapuri
112512,"{'lon': 92.166672, 'lat': 24.366671}",IN,1272852,Dharmanagar
112513,"{'lon': 75.433327, 'lat': 11.78333}",IN,1272856,Dharmadam
112514,"{'lon': 77.849998, 'lat': 18.9}",IN,1272857,Dharmabad
112515,"{'lon': 75.319168, 'lat': 31.95417}",IN,1272860,Dhariwal
112516,"{'lon': 71.01667, 'lat': 21.33333}",IN,1272861,Dhari
112517,"{'lon': 77.51667, 'lat': 10.73333}",IN,1272873,Dharapuram
112518,"{'lon': 75.26667, 'lat': 21.01667}",IN,1272874,Dharangaon
112519,"{'lon': 73.183327, 'lat': 20.533331}",IN,1272881,Dharampur
112520,"{'lon': 72.01667, 'lat': 24.51667}",IN,1272962,Dhanera
112521,"{'lon': 71.98333, 'lat': 22.366671}",IN,1272970,Dhandhuka
112522,"{'lon': 78.25, 'lat': 28.966669}",IN,1272983,Dhanaura
112523,"{'lon': 75.583328, 'lat': 30.283331}",IN,1272985,Dhanaula
112524,"{'lon': 81.549721, 'lat': 20.70722}",IN,1272997,Dhamtari
112525,"{'lon': 78.51667, 'lat': 29.316669}",IN,1273002,Dhampur
112526,"{'lon': 75.466667, 'lat': 22.216669}",IN,1273006,Dhamnod
112527,"{'lon': 85.166672, 'lat': 26.683331}",IN,1273043,Dhaka
112528,"{'lon': 76.066673, 'lat': 22.966669}",IN,1273066,Dewas
112529,"{'lon': 73.900002, 'lat': 25.533331}",IN,1273098,Devgarh
112530,"{'lon': 73.900002, 'lat': 22.700001}",IN,1273104,Devgadh Bariya
112531,"{'lon': 78.933327, 'lat': 16.700001}",IN,1273109,Devarkonda
112532,"{'lon': 77.699173, 'lat': 13.2325}",IN,1273123,Devanhalli
112533,"{'lon': 78.816673, 'lat': 9.95}",IN,1273128,Devakottai
